200
field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
pastmedrenaldisendstage,form_6a_medical_history,,radio,"End Stage Renal Disease?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedrenaldis] = '1'",,,,,,
pastmedrenaldisother,form_6a_medical_history,,radio,Other?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedrenaldis] = '1'",,,,,,
pastmedrenaldisothersp,form_6a_medical_history,,text,Specify:,,,,,,,"[pastmedrenaldis] = '1' and [pastmedrenaldisother] = '1'",,,,,,
pastmeddialysis,form_6a_medical_history,,radio,"Is this patient on dialysis?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedrenaldis] = '1'",,,,,,
pastmeddialysis_type,form_6a_medical_history,,radio,"What type?","1, Hemodialysis | 2, Peritoneal",,,,,,"[pastmeddialysis] = '1' and [pastmedrenaldis] = '1'",,,,,,
pastmedhepdis,form_6a_medical_history,,radio,"Does the subject have any Hepatic Disease?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedhepdiscirr,form_6a_medical_history,,radio,Cirrhosis?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhepdis] = '1'",,,,,,
pastmedhepdishepb,form_6a_medical_history,,radio,"Hepatitis B?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhepdis] = '1'",,,,,,
pastmedhepdishepc,form_6a_medical_history,,radio,"Hepatitis C?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhepdis] = '1'",,,,,,
pastmedesld,form_6a_medical_history,,radio,"End Stage Liver Disease?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhepdis] = '1'",,,,,,
pastmedhepdisother,form_6a_medical_history,,radio,Other?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhepdis] = '1'",,,,,,
pastmedhepdisothersp,form_6a_medical_history,,text,Specify:,,,,,,,"[pastmedhepdis] = '1' and [pastmedhepdisother] = '1'",,,,,,
pastmedmetenddis,form_6a_medical_history,,radio,"Does the subject have any Endocrine/Metabolic Disorders?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedmetenddisdiab,form_6a_medical_history,,radio,Diabetes?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedmetenddis] = '1'",,,,,,
pastmedmetenddisthyroid,form_6a_medical_history,,radio,"Thyroid Disorder?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedmetenddis] = '1'",,,,,,
pastmedmetenddisother,form_6a_medical_history,,radio,Other?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedmetenddis] = '1'",,,,,,
pastmedmetenddisothersp,form_6a_medical_history,,text,Specify:,,,,,,,"[pastmedmetenddis] = '1' and [pastmedmetenddisother] = '1'",,,,,,
pastmedhemdis,form_6a_medical_history,,radio,"Does the subject have any Hematological Disease?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedhemdissicklecell,form_6a_medical_history,,radio,"Sickle Cell Disease?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhemdis] = '1'",,,,,,
pastmedhemdislymph,form_6a_medical_history,,radio,Lymphoma?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhemdis] = '1'",,,,,,
pastmedhemdisleuk,form_6a_medical_history,,radio,Leukemia?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhemdis] = '1'",,,,,,
pastmedhemdisother,form_6a_medical_history,,radio,Other?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhemdis] = '1'",,,,,,
pastmedhemdisothersp,form_6a_medical_history,,text,Specify:,,,,,,,"[pastmedhemdis] = '1' and [pastmedhemdisother] = '1'",,,,,,
pastmedneurodis,form_6a_medical_history,,radio,"Does the subject have any Neurological Disorders?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedneurodisstroke,form_6a_medical_history,,radio,Stroke?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodisseizepilep,form_6a_medical_history,,radio,Seizure/Epilepsy?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodisintelldisab,form_6a_medical_history,,radio,"Intellectual Disability?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodisms,form_6a_medical_history,,radio,"Multiple Sclerosis?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodismuscdyst,form_6a_medical_history,,radio,"Muscular Distrophy?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodisspinalcord,form_6a_medical_history,,radio,"Spinal Cord Disease or Injury?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodispnh,form_6a_medical_history,,radio,"Peripheral Nerve Disease?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodiscp,form_6a_medical_history,,radio,"Cerebral Palsy?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodisother,form_6a_medical_history,,radio,Other?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedneurodis] = '1'",,,,,,
pastmedneurodisothersp,form_6a_medical_history,,text,Specify:,,,,,,,"[pastmedneurodisother] = '1' and [pastmedneurodis] = '1'",,,,,,
pastmedreproductive,form_6a_medical_history,,radio,"Does the subject have any Reproductive Diseases?","0, No | 1, Yes | 99, Unknown | 98, N/A, subject is male",,,,,,,,,,,,
pastmedpcos,form_6a_medical_history,,radio,"Polycystic ovarian syndrome?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedreproductive] = '1'",,,,,,
pastmedendomet,form_6a_medical_history,,radio,Endometriosis?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedreproductive] = '1'",,,,,,
pastmedpoi,form_6a_medical_history,,radio,"Primary ovarian insufficiency?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedreproductive] = '1'",,,,,,
pastmedreproductiveother,form_6a_medical_history,,radio,Other?,"0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedreproductive] = '1'",,,,,,
pastmedreproductiveothersp,form_6a_medical_history,,text,Specify:,,,,,,,"[pastmedreproductiveother] = '1'",,,,,,
pastmedhiv,form_6a_medical_history,,radio,"Does the subject have HIV/AIDS?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedhivcd4,form_6a_medical_history,,radio,"Does the subject have a recent (within the last 12 months) CD4 count?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedhiv] = '1'",,,,,,
pastmedhivcd4count,form_6a_medical_history,,text,"CD4 count",,,,,,,"[pastmedhivcd4] = '1' and [pastmedhiv] = '1'",,,,,,
pastmedhivcd4countdate,form_6a_medical_history,,text,"Date of CD4 count:",,,date_mdy,,,,"[pastmedhiv] = '1' and [pastmedhivcd4] = '1'",,,,,,
pastmedautoimm,form_6a_medical_history,,radio,"Does the subject have an autoimmune disorder?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedautoimmsp,form_6a_medical_history,,text,"Specify disorder:",,,,,,,"[pastmedautoimm] = '1'",,,,,,
pastmedcancer,form_6a_medical_history,,radio,"Does the subject have/ has the subject had cancer?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedcancersp,form_6a_medical_history,,text,"Specify type of cancer:",,,,,,,"[pastmedcancer] = '1'",,,,,,
pastmedcancerchemo,form_6a_medical_history,,radio,"Is the subject on chemotherapy?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedcancer] = '1'",,,,,,
chemomeds,form_6a_medical_history,,radio,"Are the chemotherapy medications available?","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedcancerchemo] = '1'",,,,,,
chemomeds_number,form_6a_medical_history,,dropdown,"How many medications is the subject taking? (List up to 5)","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,,,,,"[chemomeds] = '1'",,,,,,
chemomed_name_1,form_6a_medical_history,,text,"Medication 1 name:",,,,,,,"[chemomeds_number] = '1' or [chemomeds_number] = '2' or [chemomeds_number] = '3' or [chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_date_lastdose_1,form_6a_medical_history,,text,"Medication 1 last date of administration:",,,date_mdy,,,,"[chemomeds_number] = '1' or [chemomeds_number] = '2' or [chemomeds_number] = '3' or [chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_name_2,form_6a_medical_history,,text,"Medication 2 name:",,,,,,,"[chemomeds_number] = '2' or [chemomeds_number] = '3' or [chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_date_lastdose_2,form_6a_medical_history,,text,"Medication 2 last date of administration:",,,date_mdy,,,,"[chemomeds_number] = '2' or [chemomeds_number] = '3' or [chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_name_3,form_6a_medical_history,,text,"Medication 3 name:",,,,,,,"[chemomeds_number] = '3' or [chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_date_lastdose_3,form_6a_medical_history,,text,"Medication 3 last date of administration:",,,date_mdy,,,,"[chemomeds_number] = '3' or [chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_name_4,form_6a_medical_history,,text,"Medication 4 name:",,,,,,,"[chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_date_lastdose_4,form_6a_medical_history,,text,"Medication 4 last date of administration:",,,date_mdy,,,,"[chemomeds_number] = '4' or [chemomeds_number] = '5'",,,,,,
chemomed_name_5,form_6a_medical_history,,text,"Medication 5 name:",,,,,,,"[chemomeds_number] = '5'",,,,,,
chemomed_date_lastdose_5,form_6a_medical_history,,text,"Medication 5 last date of administration:",,,date_mdy,,,,"[chemomeds_number] = '5'",,,,,,
pastmedcancerrad,form_6a_medical_history,,radio,"Is the subject currently treated with radiation","0, No | 1, Yes | 99, Unknown",,,,,,"[pastmedcancer] = '1'",,,,,,
pastmedorgtransp,form_6a_medical_history,,radio,"Has the subject had an organ transplant?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedorgtranspsp,form_6a_medical_history,,text,"Specify which organ:",,,,,,,"[pastmedorgtransp] = '1'",,,,,,
pastmedothermed,form_6a_medical_history,,radio,"Has the subject suffered from any other medical conditions not mentioned above?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
pastmedothermedsp,form_6a_medical_history,,notes,Specify:,,,,,,,"[pastmedothermed] = '1'",,,,,,
collectinghosp,form_7a_enrollment_specimen_collection,,dropdown,"Collecting Hospital System/Institution:","1, JHHS | 2, CGMH",,,,,,,,,,,,
collectinghospjhhs_specify,form_7a_enrollment_specimen_collection,,radio,JHHS:,"1, 11: Johns Hopkins Hospital | 2, 12: Johns Hopkins  Bayview Medical Center | 3, 13: Howard County General Hospital | 4, 14: Suburban Hospital | 5, 15: Sibley Memorial Hospital",,,,,,"[collectinghosp] = '1'",,,,,,
collectinghospitalcgmh_specify,form_7a_enrollment_specimen_collection,,radio,CGMH:,"1, 21: Chang Gung Memorial Hospital, Linkou | 2, 22: Chang Gung Memorial Hospital, Taipei | 3, 23: Chang Gung Memorial Hospital, Keelung",,,,,,"[collectinghosp] = '2'",,,,,,
as_grp,form_7a_enrollment_specimen_collection,,radio,"What active surveillance group does the subject fall into?","1, Influenza indeterminate (symptomatic or asymptomatic) | 2, Influenza positive",,,,,,,,,,,,
npswab_collect,form_7a_enrollment_specimen_collection,"Section I: Nasopharyngeal Swab",radio,"Was this nasopharyngeal specimen collected?","0, No | 1, Yes",,,,,,,,,,,,
npswab_nocollect,form_7a_enrollment_specimen_collection,,radio,"Why was a nasopharyngeal swab not collected?","1, Patient refused | 2, Unable to obtain | 3, Other",,,,,,"[npswab_collect] = '0'",,,,,,
npswab_nocollect2,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[npswab_nocollect] = '2' or [npswab_nocollect] = '3'",,,,,,
npswab_collectdate,form_7a_enrollment_specimen_collection,,text,"Nasopharyngeal Swab Collection Date:",,(mm/dd/yyyy),date_mdy,,,,"[npswab_collect] = '1'",,,,,,
npswab_collecttime,form_7a_enrollment_specimen_collection,,text,"Nasopharyngeal Swab Collection Time:",,(hh:mm),time,,,,"[npswab_collect] = '1'",,,,,,
npswab_resultdate,form_7a_enrollment_specimen_collection,,text,"Nasopharyngeal Swab Result Date:",,(mm/dd/yyyy),date_mdy,,,,"[npswab_collect] = '1'",,,,,,
npswab_resulttime,form_7a_enrollment_specimen_collection,,text,"Nasopharyngeal Swab Result Time:",,(hh:mm),time,,,,"[npswab_collect] = '1'",,,,,,
npswab_result,form_7a_enrollment_specimen_collection,,radio,"Nasopharyngeal Swab Result:","0, Influenza Negative | 1, Influenza A | 2, Influenza B | 3, RSV | 4, Invalid* | 5, Error* | 6, No Result* | 7, Other",,,,,,"[npswab_collect] = '1'",,,,,,
npswab_result8,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[npswab_result] = '7'",,,,,,
npswab_resultdoc,form_7a_enrollment_specimen_collection,,radio,"Was a provider informed of the influenza test result?","0, No | 1, Yes | 99, N/A, no provider assigned",,,,,,"[npswab_collect] = '1'",,,,,,
npswab_resultleave,form_7a_enrollment_specimen_collection,,radio,"Did the subject leave prior to result?","0, No | 1, Yes","If result positive, attempt to notify participant of the result.",,,,,"[npswab_collect] = '1'",,,,,,
npswab_result2,form_7a_enrollment_specimen_collection,,radio,"*If inital test is indeterminate, repeat the test and record the result below for the rapid influenza retest:","0, Influenza Negative | 1, Influenza A | 2, Influenza B | 3, RSV | 4, Invalid | 5, Other",,,,,,"[npswab_result] = '4' or [npswab_result] = '5' or [npswab_result] = '6'",,,,,,
npswab_result28,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[npswab_result2] = '5'",,,,,,
nasalswab_collect,form_7a_enrollment_specimen_collection,"Section II: Nasal Swab",radio,"Was this nasal specimen collected?","0, No | 1, Yes",,,,,,"[collectinghosp] = '2'",,,,,,
nasalswab_nocollect,form_7a_enrollment_specimen_collection,,radio,"Why was a nasal swab not collected?","1, Patient refused | 2, Unable to obtain | 3, Other",,,,,,"[nasalswab_collect] = '0'",,,,,,
nasalswab_nocollect2,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[nasalswab_nocollect] = '2' or [nasalswab_nocollect] = '3'",,,,,,
nasalswab_collectdate,form_7a_enrollment_specimen_collection,,text,"Nasal Swab Collection Date:",,(mm/dd/yyyy),date_mdy,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_collecttime,form_7a_enrollment_specimen_collection,,text,"Nasal Swab Collection Time:",,(hh:mm),time,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_resultdate,form_7a_enrollment_specimen_collection,,text,"Nasal Swab Result Date:",,(mm/dd/yyyy),date_mdy,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_resulttime,form_7a_enrollment_specimen_collection,,text,"Nasal Swab Result Time:",,(hh:mm),time,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_result,form_7a_enrollment_specimen_collection,,radio,"Nasal Swab Result:","0, Influenza Negative | 1, Influenza A | 2, Influenza B | 4, Invalid* | 7, Other",,,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_result8,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[nasalswab_result] = '7'",,,,,,
nasalswab_resultdoc,form_7a_enrollment_specimen_collection,,radio,"Was a provider informed of the influenza test result?","0, No | 1, Yes | 99, N/A, no provider assigned",,,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_resultleave,form_7a_enrollment_specimen_collection,,radio,"Did the subject leave prior to result?","0, No | 1, Yes","If result positive, attempt to notify participant of the result.",,,,,"[nasalswab_collect] = '1'",,,,,,
nasalswab_result2,form_7a_enrollment_specimen_collection,,radio,"*If inital test is indeterminate, repeat the test and record the result below for the rapid influenza retest:","0, Influenza Negative | 1, Influenza A | 2, Influenza B | 4, Invalid* | 7, Other",,,,,,"[nasalswab_result] = '4' or [nasalswab_result] = '7'",,,,,,
nasalswab_result28,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[nasalswab_result2] = '7'",,,,,,
serumcollect,form_7a_enrollment_specimen_collection,"Section III: Blood (Serum) Sample",radio,"Was this blood (serum) specimen collected?","0, No | 1, Yes",,,,,,,,,,,,
serumnotcollect,form_7a_enrollment_specimen_collection,,radio,"Why was the blood sample not collected?","1, Patient refused | 2, Unable to obtain | 3, Other",,,,,,"[serumcollect] = '0'",,,,,,
serumnocollectspecify,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[serumnotcollect] = '2' or [serumnotcollect] = '3'",,,,,,
serumcollectdate,form_7a_enrollment_specimen_collection,,text,"Blood sample collection date:",,(mm/dd/yyyy),date_mdy,,,,"[serumcollect] = '1'",,,,,,
serumcollecttime,form_7a_enrollment_specimen_collection,,text,"Blood sample collection time:",,(hh:mm),time,,,,"[serumcollect] = '1'",,,,,,
nasalwashcollect,form_7a_enrollment_specimen_collection,"Section IV: Nasal Wash",radio,"Was this nasal wash specimen collected?","0, No | 1, Yes",,,,,,,,,,,,
nasalwashnocollect,form_7a_enrollment_specimen_collection,,radio,"Why was this nasal wash specimen not collected?","1, Patient refused | 2, Unable to obtain | 3, Other | 4, Not indicated (JHHS sites only)",,,,,,"[nasalwashcollect] = '0'",,,,,,
nasalwashnocollectspecify,form_7a_enrollment_specimen_collection,,text,Specify:,,,,,,,"[nasalwashnocollect] = '3'",,,,,,
livecellcount,form_7a_enrollment_specimen_collection,,text,"What was the live cell count?",,,,,,,"[nasalwashcollect] = '1'",,,,,,
fua,form_8a_follow_up_assessment,,radio,"Did the follow-up assessment occur?","0, No | 1, Yes",,,,,,,,,,,,
fuadate,form_8a_follow_up_assessment,,text,"Specify date:",,,date_mdy,,,,"[fua] = '1'",,,,,,
fua_occur,form_8a_follow_up_assessment,,radio,"How did the followup occur?","1, In-person | 2, Telephone",,,,,,"[fua] = '1'",,,,,,
fuano,form_8a_follow_up_assessment,,radio,"Specify reason:","1, Subject unavailable for follow-up | 2, Contact numbers non-functional | 3, Subject requested no further contact | 4, Other",,,,,,"[fua] = '0'",,,,,,
fuanoreason,form_8a_follow_up_assessment,,text,Specify:,,,,,,,"[fuano] = '4'",,,,,,
fuaedvisit,form_8a_follow_up_assessment,,radio,"Have you returned to an Emergency Department since you were enrolled in this study?","0, No | 1, Yes | 99, Unknown",,,,,,,,,,,,
fuaedvisits,form_8a_follow_up_assessment,,dropdown,"How many times?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",,autocomplete,,,,"[fuaedvisit] = '1'",,,,,,
fua_edvisit1_hopkins,form_8a_follow_up_assessment,"What was the approximate date and the reason you came to the ED? (record up to 5 visits)

ED Visit 1:",radio,"Was it at the Johns Hopkins Hospital Emergency Department?","0, No | 1, Yes",,,,,,"[fuaedvisits] >= '1'",,,,,,
fua_edvisit1_osh,form_8a_follow_up_assessment,,text,"What was the name of the hospital?",,,,,,,"[fua_edvisit1_hopkins] = '0'",,,,,,
fua_edvisit1_date,form_8a_follow_up_assessment,,text,Date:,,,date_mdy,,,,"[fuaedvisits] >= '1'",,,,,,
fua_edvisit1_reason,form_8a_follow_up_assessment,,text,Reason:,,,,,,,"[fuaedvisits] >= '1'",,,,,,
fua_edvisit2_hopkins,form_8a_follow_up_assessment,"ED Visit 2:",radio,"Was it at the Johns Hopkins Hospital Emergency Department?","0, No | 1, Yes",,,,,,"[fuaedvisits] >= '2'",,,,,,
fua_edvisit2_osh,form_8a_follow_up_assessment,,text,"What was the name of the hospital?",,,,,,,"[fua_edvisit2_hopkins] = '0'",,,,,,
fua_edvisit2_date,form_8a_follow_up_assessment,,text,Date:,,,date_mdy,,,,"[fuaedvisits] >= '2'",,,,,,
fua_edvisit2_reason,form_8a_follow_up_assessment,,text,Reason:,,,,,,,"[fuaedvisits] >= '2'",,,,,,
fua_edvisit3_hopkins,form_8a_follow_up_assessment,"ED Visit 3:",radio,"Was it at the Johns Hopkins Hospital Emergency Department?","0, No | 1, Yes",,,,,,"[fuaedvisits] >= '3'",,,,,,
fua_edvisit3_osh,form_8a_follow_up_assessment,,text,"What was the name of the hospital?",,,,,,,"[fua_edvisit3_hopkins] = '0'",,,,,,
